IdCliente;Edad;Rango estareo;Actividad Laboral;Estado Civil;Nivel Educacional;Tiene Mora;Saldo Medio Anual;Tiene Credito Hipotecario;Tiene Credito de Consumo;Medio de Contacto Preferente;Contactos con su Ejecutivo;Tiene Inversiones
40139;43;30 a 45;Trabajador Dependiente;Casado;Enseñanza Media;No;2000;Si;No;Celular;1;No
40140;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;3851000;No;No;Celular;0;No
40141;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;3054000;No;No;Celular;7;No
40142;41;30 a 45;Trabajador Dependiente;Soltero;Técnico Profesional;No;10332000;No;No;Celular;0;Si
40143;43;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;2000;No;No;Celular;1;No
40144;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;938000;No;No;Celular;0;Si
40145;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1599000;Si;No;Celular;2;No
40146;47;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;1788000;No;No;Celular;0;Si
40147;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;2178000;No;No;Celular;1;Si
40148;48;45 a 54;Obrero;Casado;Enseñanza Media;No;178000;Si;No;Celular;0;No
40149;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;197000;Si;No;Celular;0;No
40150;47;45 a 54;Trabajador Independiente;Casado;Enseñanza Media;No;123000;No;Si;Celular;3;No
40151;49;45 a 54;Trabajador Dependiente;Casado;Universitario;No;8000;Si;No;Celular;0;No
40152;37;30 a 45;Técnico;Soltero;Técnico Profesional;No;-13000;Si;No;Celular;0;No
40153;47;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;555000;Si;No;Celular;0;No
40154;46;45 a 54;Obrero;Casado;Enseñanza Media;No;59000;Si;Si;Celular;2;No
40155;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;363000;Si;No;Celular;0;No
40156;41;30 a 45;Trabajador Dependiente;Casado;Universitario;No;792000;Si;No;Celular;0;No
40157;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;769000;Si;Si;Celular;0;No
40158;39;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;-11000;Si;No;Celular;0;No
40159;48;45 a 54;Técnico;Soltero;Técnico Profesional;No;70000;Si;Si;Celular;0;No
40160;42;30 a 45;Obrero;Casado;Enseñanza Media;No;64000;Si;No;Celular;3;No
40161;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1331000;Si;Si;Celular;0;No
40162;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;891000;Si;No;Celular;1;No
40163;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;13000;Si;No;Celular;0;No
40164;49;45 a 54;Trabajador Dependiente;Casado;Universitario;No;368000;Si;No;Celular;7;No
40165;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;940000;Si;Si;Celular;0;Si
40166;35;30 a 45;Obrero;Soltero;Enseñanza Básica;No;-24000;Si;No;Celular;0;No
40167;47;45 a 54;Técnico;Soltero;Técnico Profesional;No;213000;Si;No;Celular;1;No
40168;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;10191000;Si;No;Celular;0;No
40169;45;45 a 54;Gerente;Soltero;Universitario;No;499000;Si;No;Celular;0;No
40170;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;710000;Si;Si;Celular;2;No
40171;43;30 a 45;Obrero;Casado;Enseñanza Media;No;47000;Si;Si;Celular;0;No
40172;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;80000;Si;No;Celular;1;No
40173;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;405000;Si;No;Celular;1;No
40174;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;722000;Si;No;Celular;1;No
40175;46;45 a 54;Obrero;Casado;Enseñanza Básica;No;149000;Si;No;Celular;0;No
40176;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;6567000;Si;No;Celular;1;Si
40177;48;45 a 54;Obrero;Casado;Enseñanza Media;No;25000;Si;No;Celular;0;No
40178;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;949000;Si;No;Celular;1;No
40179;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;940000;Si;No;Celular;1;No
40180;35;30 a 45;Obrero;Casado;Enseñanza Media;No;-114000;Si;No;Celular;2;No
40181;42;30 a 45;Técnico;Soltero;Técnico Profesional;No;226000;Si;No;Celular;0;No
40182;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;339000;Si;No;Celular;2;No
40183;43;30 a 45;Gerente;Soltero;Universitario;No;1388000;Si;No;Celular;0;No
40184;41;30 a 45;Gerente;Soltero;Universitario;No;1026000;No;No;Celular;1;Si
40185;47;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Básica;No;1374000;No;No;Celular;4;Si
40186;48;45 a 54;Obrero;Casado;Enseñanza Básica;No;97000;Si;No;Celular;0;No
40187;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;1550000;Si;Si;Celular;0;No
40188;41;30 a 45;Técnico;Soltero;Técnico Profesional;No;0;Si;Si;Celular;0;No
40189;44;30 a 45;Empresario;Casado;Enseñanza Media;No;714000;Si;Si;Celular;0;Si
40190;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1768000;Si;No;Celular;1;No
40191;34;30 a 45;Trabajador Dependiente;Divorciado;Enseñanza Media;No;-7000;Si;No;Celular;0;No
40192;43;30 a 45;Trabajador Dependiente;Casado;Universitario;No;182000;Si;No;Fono Particular;0;No
40193;43;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;65000;Si;No;Celular;0;No
40194;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;459000;No;No;Celular;19;Si
40195;46;45 a 54;Gerente;Soltero;Universitario;No;572000;No;No;Celular;1;Si
40196;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2489000;Si;No;Celular;2;No
40197;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;135000;No;No;Celular;0;No
40198;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;314000;No;No;Celular;4;No
40199;46;45 a 54;Gerente;Soltero;Universitario;No;1445000;No;No;Celular;0;Si
40200;42;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Básica;No;19000;No;No;Celular;1;No
40201;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1165000;No;No;Celular;1;Si
40202;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;265000;Si;No;Celular;1;No
40203;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;399000;No;No;Celular;1;No
40204;49;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1052000;Si;No;Celular;0;No
40205;47;45 a 54;Trabajador Dependiente;Casado;Enseñanza Media;No;69000;Si;No;Celular;0;No
40206;46;45 a 54;Empresario;Casado;Enseñanza Media;No;5918000;Si;No;Celular;0;No
40207;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;7863000;Si;No;Celular;0;Si
40208;35;30 a 45;Obrero;Casado;Enseñanza Media;Si;-312000;Si;Si;Celular;0;No
40209;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;1002000;Si;No;Celular;0;No
40210;42;30 a 45;Trabajador Dependiente;Casado;Universitario;No;604000;Si;No;Celular;0;No
40211;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;111000;Si;No;Celular;0;No
40212;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;111000;No;No;Celular;0;No
40213;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1761000;Si;Si;Celular;0;No
40214;39;30 a 45;Trabajador Dependiente;Divorciado;Enseñanza Media;No;-254000;Si;No;Celular;0;No
40215;48;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Media;No;25000;Si;No;Celular;2;No
40216;46;45 a 54;Técnico;Soltero;Técnico Profesional;No;500000;Si;No;Celular;0;No
40217;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;231000;No;No;Celular;1;No
40218;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;21000;Si;No;Celular;3;No
40219;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;6429000;Si;Si;Celular;2;No
40220;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;913000;Si;No;Fono Particular;2;No
40221;47;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1311000;No;No;Celular;0;Si
40222;45;45 a 54;Técnico;Soltero;Técnico Profesional;No;382000;No;No;Celular;3;No
40223;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;590000;No;No;Celular;1;Si
40224;49;45 a 54;Técnico;Soltero;Técnico Profesional;No;323000;No;No;Celular;1;No
40225;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;265000;No;No;Celular;1;No
40226;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;3528000;No;No;Celular;0;Si
40227;42;30 a 45;Técnico;Soltero;Técnico Profesional;No;172000;Si;Si;Celular;16;No
40228;44;30 a 45;Gerente;Soltero;Universitario;No;417000;No;No;Celular;0;No
40229;44;30 a 45;Gerente;Soltero;Técnico Profesional;No;345000;No;No;Celular;0;No
40230;42;30 a 45;Gerente;Soltero;Universitario;No;874000;Si;No;Celular;1;Si
40231;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;14000;No;No;Celular;1;No
40232;44;30 a 45;Trabajador Dependiente;Soltero;Técnico Profesional;No;795000;No;No;Celular;0;No
40233;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;74000;No;No;Celular;0;No
40234;45;45 a 54;Técnico;Soltero;Técnico Profesional;No;382000;No;No;Celular;0;Si
40235;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;308000;No;No;Celular;0;No
40236;42;30 a 45;Gerente;Casado;Universitario;No;451000;No;No;Celular;2;No
40237;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;41000;Si;No;Celular;0;No
40238;44;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Básica;No;453000;No;No;Celular;0;No
40239;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;314000;No;No;Celular;1;No
40240;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;30000;No;No;Celular;1;No
40241;45;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;2929000;No;No;Celular;0;No
40242;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;238000;No;No;Celular;3;No
40243;41;30 a 45;Gerente;Soltero;Universitario;No;630000;No;No;Celular;0;No
40244;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1124000;No;No;Emailing;0;No
40245;43;30 a 45;Trabajador Dependiente;Casado;Universitario;No;1937000;No;No;Emailing;0;No
40246;48;45 a 54;Trabajador Dependiente;Casado;Universitario;No;3310000;No;No;Celular;4;No
40247;46;45 a 54;Técnico;Soltero;Técnico Profesional;No;113000;No;No;Celular;6;No
40248;49;45 a 54;Gerente;Soltero;Universitario;No;1673000;No;No;Celular;3;No
40249;48;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;7585000;No;No;Fono Particular;0;No
40250;43;30 a 45;Gerente;Soltero;Universitario;No;2531000;No;No;Celular;0;Si
40251;42;30 a 45;Trabajador Dependiente;Soltero;Técnico Profesional;No;145000;No;No;Celular;0;No
40252;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;486000;No;No;Fono Particular;1;No
40253;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;455000;No;No;Celular;3;Si
40254;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;464000;No;No;Celular;3;Si
40255;42;30 a 45;Gerente;Soltero;Universitario;No;703000;Si;No;Celular;2;Si
40256;41;30 a 45;Gerente;Soltero;Universitario;No;765000;No;No;Celular;0;Si
40257;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1925000;No;No;Celular;5;Si
40258;47;45 a 54;Gerente;Soltero;Universitario;No;600000;Si;No;Celular;0;No
40259;48;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2806000;No;No;Celular;5;No
40260;41;30 a 45;Trabajador Independiente;Soltero;Universitario;No;270000;Si;No;Celular;11;No
40261;46;45 a 54;Trabajador Dependiente;Casado;Universitario;No;167000;Si;Si;Celular;2;No
40262;45;45 a 54;Trabajador Independiente;Soltero;Universitario;No;1579000;No;No;Celular;5;Si
40263;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;535000;No;No;Celular;0;No
40264;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;687000;No;No;Celular;6;No
40265;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1934000;No;No;Celular;0;Si
40266;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;1055000;No;No;Celular;1;Si
40267;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;670000;Si;No;Emailing;0;No
40268;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;247000;No;No;Celular;3;No
40269;41;30 a 45;Trabajador Dependiente;Soltero;Técnico Profesional;No;1584000;No;No;Celular;0;Si
40270;44;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;12000;Si;No;Celular;0;No
40271;48;45 a 54;Gerente;Soltero;Universitario;No;475000;No;No;Celular;0;No
40272;34;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;-205000;No;No;Celular;0;No
40273;44;30 a 45;Gerente;Soltero;Universitario;No;1218000;No;No;Celular;0;No
40274;37;30 a 45;Trabajador Dependiente;Casado;Universitario;Si;-346000;No;No;Celular;0;No
40275;48;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Básica;No;115000;No;No;Celular;0;No
40276;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;202000;No;No;Celular;0;No
40277;49;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;737000;Si;Si;Celular;1;No
40278;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;192000;No;No;Celular;0;No
40279;49;45 a 54;Empresario;Soltero;Enseñanza Media;No;404000;No;No;Celular;0;No
40280;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1751000;No;No;Celular;0;No
40281;48;45 a 54;Trabajador Dependiente;Soltero;Técnico Profesional;No;196000;No;No;Celular;0;No
40282;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;957000;Si;Si;Celular;3;No
40283;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;536000;Si;No;Fono Particular;0;No
40284;48;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Media;No;124000;No;No;Celular;2;No
40285;49;45 a 54;Técnico;Casado;Técnico Profesional;No;197000;Si;No;Celular;0;No
40286;43;30 a 45;Trabajador Dependiente;Casado;Universitario;No;596000;No;No;Celular;0;No
40287;44;30 a 45;Gerente;Soltero;Universitario;No;642000;No;No;Celular;0;No
40288;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;2325000;No;No;Celular;0;Si
40289;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;1027000;Si;No;Celular;0;Si
40290;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;29000;No;No;Celular;0;No
40291;44;30 a 45;Técnico;Soltero;Técnico Profesional;No;120000;No;No;Celular;0;No
40292;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;875000;No;No;Celular;0;No
40293;48;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;196000;No;No;Fono Particular;0;No
40294;41;30 a 45;Trabajador Dependiente;Casado;Universitario;No;-45000;No;No;Celular;0;No
40295;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;181000;Si;No;Celular;0;No
40296;42;30 a 45;Obrero;Casado;Enseñanza Media;Si;163000;Si;Si;Celular;0;No
40297;44;30 a 45;Trabajador Dependiente;Casado;Enseñanza Básica;No;417000;No;No;Celular;0;No
40298;44;30 a 45;Trabajador Dependiente;Casado;Enseñanza Media;No;30000;Si;No;Celular;0;No
40299;41;30 a 45;Técnico;Soltero;Técnico Profesional;Si;-522000;Si;Si;Celular;0;No
40300;44;30 a 45;Técnico;Soltero;Técnico Profesional;No;48000;Si;No;Celular;0;No
40301;42;30 a 45;Trabajador Dependiente;Casado;Universitario;No;721000;Si;No;Celular;0;No
40302;41;30 a 45;Obrero;Soltero;Enseñanza Media;No;0;No;No;Celular;0;No
40303;37;30 a 45;Técnico;Soltero;Técnico Profesional;No;-247000;No;Si;Celular;0;No
40304;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;0;Si;No;Celular;0;No
40305;42;30 a 45;Trabajador Dependiente;Casado;Universitario;No;1432000;No;No;Celular;0;No
40306;41;30 a 45;Técnico;Soltero;Técnico Profesional;No;0;No;Si;Celular;0;No
40307;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;89000;Si;No;Celular;0;No
40308;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;652000;Si;No;Celular;0;No
40309;40;30 a 45;Obrero;Casado;Enseñanza Básica;No;-235000;Si;No;Celular;0;No
40310;44;30 a 45;Obrero;Casado;Enseñanza Media;No;3000;No;No;Celular;0;No
40311;42;30 a 45;Gerente;Casado;Universitario;No;1441000;Si;No;Celular;0;Si
40312;45;45 a 54;Técnico;Divorciado;Técnico Profesional;No;328000;Si;Si;Celular;0;No
40313;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;210000;No;Si;Celular;0;No
40314;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;768000;Si;No;Celular;0;No
40315;45;45 a 54;Trabajador Dependiente;Casado;Enseñanza Media;No;31000;Si;No;Celular;0;No
40316;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;544000;No;Si;Celular;0;No
40317;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;2485000;No;No;Fono Particular;0;No
40318;44;30 a 45;Empresario;Divorciado;Universitario;No;444000;No;No;Celular;0;No
40319;43;30 a 45;Trabajador Dependiente;Casado;Universitario;No;659000;No;No;Fono Particular;0;No
40320;42;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;127000;Si;Si;Celular;0;No
40321;46;45 a 54;Técnico;Soltero;Técnico Profesional;No;68000;Si;No;Celular;0;No
40322;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1489000;Si;No;Celular;0;No
40323;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;262000;Si;No;Celular;0;No
40324;43;30 a 45;Técnico;Soltero;Técnico Profesional;No;110000;Si;No;Celular;0;No
40325;41;30 a 45;Obrero;Casado;Enseñanza Básica;No;18000;Si;No;Celular;0;No
40326;40;30 a 45;Obrero;Divorciado;Enseñanza Media;No;-19000;Si;No;Celular;0;No
40327;41;30 a 45;Trabajador Dependiente;Casado;Universitario;No;459000;Si;Si;Celular;1;No
40328;46;45 a 54;Trabajador Dependiente;Casado;Universitario;No;1238000;Si;No;Celular;1;No
40329;42;30 a 45;Gerente;Casado;Universitario;No;5698000;No;No;Celular;1;No
40330;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;321000;Si;Si;Celular;0;No
40331;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;13654000;Si;Si;Celular;0;No
40332;47;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;2553000;Si;No;Celular;0;No
40333;45;45 a 54;Trabajador Dependiente;Divorciado;Universitario;No;589000;Si;No;Fono Particular;1;No
40334;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1232000;Si;No;Celular;2;No
40335;44;30 a 45;Trabajador Dependiente;Divorciado;Enseñanza Media;No;84000;Si;No;Celular;0;No
40336;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;731000;No;No;Celular;0;Si
40337;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;489000;Si;No;Celular;0;No
40338;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;690000;Si;No;Celular;1;No
40339;48;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Media;No;25000;No;No;Celular;0;No
40340;36;30 a 45;Técnico;Divorciado;Técnico Profesional;No;-95000;Si;No;Celular;1;No
40341;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1679000;No;No;Celular;0;No
40342;41;30 a 45;Gerente;Soltero;Universitario;No;2439000;No;No;Celular;0;No
40343;48;45 a 54;Técnico;Soltero;Técnico Profesional;No;286000;No;No;Fono Particular;0;No
40344;38;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;Si;-498000;Si;No;Celular;14;No
40345;35;30 a 45;Trabajador Dependiente;Casado;Universitario;Si;-420000;Si;No;Celular;0;No
40346;45;45 a 54;Gerente;Casado;Universitario;No;877000;No;No;Celular;0;No
40347;44;30 a 45;Trabajador Dependiente;Divorciado;Enseñanza Media;No;120000;No;Si;Celular;0;No
40348;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;246000;No;No;Celular;0;No
40349;42;30 a 45;Técnico;Soltero;Técnico Profesional;No;307000;Si;No;Celular;0;No
40350;49;45 a 54;Técnico;Soltero;Técnico Profesional;No;323000;No;No;Celular;0;No
40351;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;222000;Si;No;Celular;23;No
40352;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1669000;No;No;Celular;0;Si
40353;43;30 a 45;Empresario;Soltero;Universitario;No;1028000;No;No;Celular;0;No
40354;48;45 a 54;Trabajador Dependiente;Casado;Universitario;No;655000;Si;No;Celular;2;No
40355;44;30 a 45;Trabajador Independiente;Soltero;Universitario;No;300000;No;No;Celular;0;No
40356;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;559000;No;No;Celular;0;No
40357;41;30 a 45;Técnico;Soltero;Técnico Profesional;No;18000;No;No;Celular;0;No
40358;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;1288000;No;No;Celular;0;No
40359;45;45 a 54;Gerente;Casado;Universitario;No;1606000;Si;No;Celular;0;No
40360;44;30 a 45;Gerente;Casado;Universitario;No;1713000;Si;No;Celular;0;No
40361;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;336000;Si;No;Celular;0;No
40362;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;580000;Si;Si;Celular;0;Si
40363;48;45 a 54;Técnico;Soltero;Técnico Profesional;No;205000;Si;No;Celular;3;No
40364;49;45 a 54;Trabajador Dependiente;Casado;Universitario;No;314000;Si;Si;Celular;0;No
40365;43;30 a 45;Trabajador Dependiente;Casado;Universitario;No;191000;Si;No;Celular;0;No
40366;45;45 a 54;Gerente;Casado;Universitario;No;760000;No;Si;Celular;0;No
40367;43;30 a 45;Obrero;Casado;Enseñanza Media;No;137000;Si;No;Celular;3;No
40368;42;30 a 45;Trabajador Dependiente;Casado;Universitario;No;1180000;Si;No;Celular;3;Si
40369;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;3432000;Si;No;Celular;0;No
40370;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;674000;No;No;Celular;0;Si
40371;41;30 a 45;Trabajador Dependiente;Casado;Universitario;No;297000;Si;No;Celular;0;No
40372;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;103000;Si;No;Celular;2;No
40373;49;45 a 54;Trabajador Dependiente;Casado;Universitario;No;602000;Si;Si;Celular;0;No
40374;41;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;441000;Si;No;Celular;0;No
40375;42;30 a 45;Trabajador Dependiente;Casado;Universitario;No;577000;Si;No;Fono Particular;10;No
40376;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;229000;Si;No;Celular;1;No
40377;47;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1446000;Si;No;Celular;0;No
40378;43;30 a 45;Gerente;Soltero;Universitario;No;2063000;No;No;Celular;0;No
40379;41;30 a 45;Obrero;Casado;Enseñanza Media;No;9000;Si;No;Celular;0;No
40380;46;45 a 54;Trabajador Dependiente;Casado;Universitario;No;410000;No;Si;Fono Particular;0;No
40381;42;30 a 45;Gerente;Casado;Universitario;No;5698000;No;No;Celular;0;No
40382;41;30 a 45;Trabajador Independiente;Soltero;Universitario;No;162000;No;Si;Celular;0;No
40383;46;45 a 54;Obrero;Soltero;Enseñanza Media;No;158000;Si;No;Celular;0;No
40384;33;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;-251000;No;No;Celular;0;No
40385;44;30 a 45;Trabajador Dependiente;Casado;Universitario;No;246000;Si;No;Celular;0;No
40386;45;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;166000;No;Si;Celular;0;No
40387;47;45 a 54;Trabajador Dependiente;Casado;Universitario;No;3615000;Si;No;Celular;0;No
40388;42;30 a 45;Trabajador Dependiente;Casado;Enseñanza Media;No;19000;Si;No;Celular;0;No
40389;42;30 a 45;Técnico;Soltero;Técnico Profesional;No;262000;Si;Si;Celular;0;No
40390;36;30 a 45;Trabajador Dependiente;Soltero;Universitario;Si;-1661000;No;Si;Celular;0;No
40391;46;45 a 54;Obrero;Casado;Enseñanza Básica;No;59000;Si;Si;Celular;0;No
40392;36;30 a 45;Trabajador Dependiente;Soltero;Universitario;Si;-689000;Si;No;Celular;0;No
40393;42;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;343000;No;No;Celular;0;No
40394;47;45 a 54;Trabajador Dependiente;Soltero;Enseñanza Básica;No;339000;No;No;Emailing;0;No
40395;43;30 a 45;Trabajador Dependiente;Casado;Universitario;No;488000;No;Si;Celular;0;No
40396;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;2802000;No;Si;Emailing;0;No
40397;41;30 a 45;Trabajador Dependiente;Casado;Universitario;No;0;No;Si;Celular;0;No
40398;46;45 a 54;Obrero;Casado;Enseñanza Básica;No;50000;No;No;Celular;0;No
40399;46;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;1274000;No;No;Celular;0;No
40400;48;45 a 54;Trabajador Dependiente;Casado;Enseñanza Básica;No;7000;No;Si;Celular;0;No
40401;41;30 a 45;Trabajador Independiente;Soltero;Universitario;No;0;Si;No;Celular;0;No
40402;40;30 a 45;Obrero;Casado;Enseñanza Media;Si;-478000;No;Si;Celular;0;No
40403;43;30 a 45;Técnico;Soltero;Técnico Profesional;No;290000;Si;Si;Celular;0;No
40404;49;45 a 54;Técnico;Soltero;Técnico Profesional;No;359000;Si;No;Celular;0;No
40405;36;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;-32000;No;Si;Celular;0;No
40406;41;30 a 45;Trabajador Dependiente;Soltero;Enseñanza Media;No;9000;No;Si;Celular;0;No
40407;42;30 a 45;Gerente;Soltero;Universitario;No;640000;No;No;Celular;0;No
40408;44;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;210000;No;Si;Celular;0;No
40409;49;45 a 54;Trabajador Dependiente;Soltero;Universitario;No;170000;Si;No;Celular;0;No
40410;43;30 a 45;Trabajador Dependiente;Soltero;Universitario;No;218000;No;No;Celular;0;No
40411;33;30 a 45;Obrero;Casado;Enseñanza Media;Si;-305000;Si;Si;Celular;0;No
40412;41;30 a 45;Trabajador Dependiente;Casado;Técnico Profesional;No;0;No;Si;Celular;0;No
40413;41;30 a 45;Obrero;Casado;Enseñanza Básica;No;0;Si;No;Fono Particular;0;No
40414;44;30 a 45;Obrero;Casado;Enseñanza Básica;No;57000;No;Si;Celular;0;No
40415;49;45 a 54;Obrero;Soltero;Enseñanza Básica;No;161000;No;Si;Celular;0;No
40416;40;30 a 45;Técnico;Casado;Técnico Profesional;No;-28000;No;No;Celular;0;No
40417;45;45 a 54;Trabajador Dependiente;Casado;Universitario;No;247000;No;Si;Celular;0;No
